Object,Volume,SurfaceArea,SAV
TB3_TC01,201.95920806351,618.753985130975,3.06375723624543
TB3_TC02,653.458904523665,1729.0093233658,2.64593429119487
TB3_TC03,866.228051832185,1281.46719328488,1.47936468990402
TB3_TC04,272.947836252091,2165.02471830156,7.93200909019837
TB3_TC05,448.052057430667,2195.60160631418,4.90032702651731
TB3_TC06,416.287898723555,1812.93622482264,4.3550058274131
