Object,Start,End,Volume,
TB1_T2Cell01_Nmito292_LES,1,4,0.0189044,
TB1_T2Cell01_Nmito293_LES,1,9,0.0442532,
TB1_T2Cell01_Nmito294_LES,1,17,0.0765703,
TB1_T2Cell01_Nmito295_LES,1,13,0.0919481,
TB1_T2Cell01_Nmito296_LES,1,5,0.0603657,
TB1_T2Cell01_Nmito297_LES,1,5,0.02597,
TB1_T2Cell01_Nmito298_LES,1,9,0.0515048,
TB1_T2Cell01_Nmito299_LES,1,11,0.12281,
TB1_T2Cell01_Nmito300_LES,10,13,0.0296237,
TB1_T2Cell01_Nmito301_LES,18,28,0.157707,
TB1_T2Cell01_Nmito302_LES,14,26,0.0647275,
TB1_T2Cell01_Nmito303_LES,20,26,0.0659085,
TB1_T2Cell01_Nmito304_LES,18,28,0.086485,
TB1_T2Cell01_Nmito305_LES,16,39,0.14542,
TB1_T2Cell01_Nmito307_LES,110,113,0.0664094,
TB1_T2Cell01_Nmito308_LES,110,117,0.150919,
TB1_T2Cell01_Nmito309_LES,114,133,0.316559,
TB1_T2Cell01_Nmito310_LES,117,121,0.0764936,
TB1_T2Cell01_Nmito311_LES,117,125,0.120815,
TB1_T2Cell01_Nmito312_LES,118,122,0.0790848,
TB1_T2Cell01_Nmito313_LES,117,126,0.158112,
TB1_T2Cell01_Nmito314_LES,118,124,0.0956492,
TB1_T2Cell01_Nmito315_LES,118,121,0.0710572,
TB1_T2Cell01_Nmito316_LES,119,129,0.11059,
TB1_T2Cell01_Nmito317_LES,120,125,0.131667,
TB1_T2Cell01_Nmito318_LES,120,125,0.0639914,
TB1_T2Cell01_Nmito319_LES,125,129,0.0533313,
TB1_T2Cell01_Nmito320_LES,126,131,0.0556101,
TB1_T2Cell01_Nmito321_LES,131,135,0.0787967,
TB1_T2Cell01_Nmito322_LES,135,139,0.12547,
TB1_T2Cell01_Nmito323_LES,139,144,0.212502,
TB1_T2Cell01_Nmito324_LES,136,144,0.100816,
TB1_T2Cell01_Nmito325_LES,133,138,0.0672072,
TB1_T2Cell01_Nmito326_LES,136,141,0.0835946,
TB1_T2Cell01_Nmito327_LES,134,138,0.0524437,
TB1_T2Cell01_Nmito328_LES,133,140,0.0651868,
TB1_T2cell01_nuc_RSL,122,197,402.334,
TB1_T2Cell02_atmito03_RKJ,34,75,1.59595,
TB1_t2cell02_CM_RKJ,1,93,474.983,
TB1_t2cell02_nuc_RKJ,1,81,210.199,
TB1_t2cell05_atM01_RSL,47,61,0.150903,
TB1_t2cell05_atM02_RSL,48,68,0.310939,
TB1_t2cell05_atM03_RSL,60,71,0.186681,
TB1_t2cell05_atM04_RSL,66,74,0.115575,
TB1_t2cell05_CM_RKJ,1,189,970.644,
TB1_t2cell05_nuc_RKJ,1,101,240.995,
TB1_t2cell06_CM_RKJ,1,129,657.012,
TB1_t2cell06_nuc_RKJ,1,80,158.118,
TB1_T2Cell07_atmito01_RKJ,129,136,0.119349,
TB1_T2Cell07_atmito02_RKJ,129,143,0.446008,
TB1_T2Cell07_atmito07_RKJ,105,124,0.82325,
TB1_T2Cell07_atmito08_RKJ,175,188,0.439008,
TB1_T2Cell07_atmito08_RSL,148,167,2.5801,
TB1_T2Cell07_atmito09_RKJ,183,196,0.799054,
TB1_T2Cell07_atmito09_RSL,147,156,0.367793,
TB1_T2Cell07_atmito10_RKJ,203,213,0.51227,
TB1_T2Cell07_atmito11_RSL,58,73,0.158633,
TB1_T2Cell07_atmito12_RSL,105,123,5.84839,
TB1_T2Cell07_atmito13_cristae_RSL,114,125,0.450959,
TB1_T2Cell07_atmito13_RSL,114,125,1.24931,
TB1_t2cell07_atmito15_LES,136,156,1.45599,
TB1_t2cell07_atmito16_LES,145,152,0.666253,
TB1_t2cell07_atmito22_LES,122,136,1.41673,
TB1_t2cell07_CM_RKJ,1,218,2206.92,
TB1_t2cell07_nuc1_RKJ,116,200,185.098,
TB1_t2cell07_nuc2_RKJ,125,203,190.922,
TB1_T2Cell08_atmito05_Cristae_RSL,14,47,0.816321,
TB1_T2Cell08_atmito05_RKJ,14,47,1.59886,
TB1_T2Cell08_atmito18_RKJ,1,11,0.336442,
TB1_T2Cell08_atmito19_RKJ,1,9,0.184969,
TB1_T2cell08_atmito20_cristae_RSL,5,42,0.476871,
TB1_T2cell08_atmito20_RSL,5,42,1.69048,
TB1_t2cell08_CM_RKJ,1,128,155.78,
TB1_t2cell08_nuc_RKJ,1,32,28.8354,
TB1_t2cell10__nuc_RKJ,1,29,23.4676,
TB1_T2Cell10_atmito11_RKJ,5,24,0.757318,
TB1_T2Cell10_atmito12_RKJ,18,39,0.656176,
TB1_T2Cell10_atmito20_RKJ,1,9,0.381176,
TB1_T2Cell10_atmito21_RKJ,1,15,0.319084,
TB1_t2cell10_CM_RKJ,1,133,183.484,
TB1_T2Cell11_atM01_RSL,92,99,0.362425,
TB1_T2Cell11_CM_LES,92,203,680.981,
TB1_t2cell11_nuc_RKJ,98,185,180.139,
TB1_t2cell12_atM01_RSL,1,5,0.0662041,
TB1_t2cell12_CM_RKJ,1,123,342.587,
TB1_t2cell12_nuc_RKJ,1,29,31.2513,
TB1_t2cell13_atM01-hybrid_RSL,18,42,0.710675,
TB1_t2cell13_CM_RKJ,1,157,856.294,
TB1_t2cell13_nuc_RKJ,36,139,157.157,
TB1_t3cell01_CM_RKJ,1,139,526.429,
TB1_T3Cell01_junct01_ves_LES,56,70,0.0387337,
TB1_T3Cell01_junct02_ves_LES,53,63,0.0318061,
TB1_t3cell01_nuc_RKJ,60,134,169.586,
TB1_T3Cell02_atmito04_RKJ,44,56,0.47385,
TB1_t3cell02_CM_RKJ,1,89,357.659,
TB1_t3cell02_nuc_RKJ,1,68,155.761,
TB1_t3cell03_CM_RKJ,37,161,558.865,
TB1_t3cell03_nuc_RKJ,61,153,184.925,
TB1_t3cell04_CM_RKJ,1,86,389.499,
TB1_T3Cell04_junct01_ves_LES,3,32,0.0559579,
TB1_t3cell04_nuc_RKJ,1,51,99.9103,
TB1_T3cell05_CM_RKJ,1,138,181.028,
TB1_T3Cell06_CM_LES,1,90,623.498,
TB1_T3Cell06_junct01_ves_LES,56,60,0.0118929,
TB1_T3Cell06_junct02_ves_LES,46,64,0.062963,
TB1_T3Cell06_junct03_ves_LES,23,34,0.0266869,
TB1_T3Cell06_junct04_ves_LES,27,47,0.054366,
TB1_T3Cell06_Nuc_LES,1,77,225.906,
TB1_T3Cell07_CM_LES,1,87,6.65254,
TB1_T3Cell08_CM_RKJ,1,116,318.493,
TB1_T3Cell08_nuc_RKJ,1,36,38.9368,
TB1_t3cell09_CM_RKJ,1,115,713.746,
TB1_t3cell09_nuc_RKJ,30,105,206.903,
TB2_Basal01_CM_KP,546,563,35.7247,
TB2_Basal01_nuc_KP,550,563,8.53829,
TB2_Basal02_CM_KP,473,563,253.978,
TB2_Basal02_nuc_KP,487,563,134.42,
TB2_Basal03_nuc_KP,528,563,90.5019,
TB2_Basal04_nuc_KP,486,563,125.399,
Tb2_Basal05_Nuc_DE,357,408,65.4858,
Tb2_Basal05_Nuchole_DE,396,403,1.07778,
TB2_Basal06_nuc_LES,315,351,105.088,
TB2_BasalCell07_CM_LES,289,342,372.366,
TB2_BasalCell07_nuc_LES,295,339,138.067,
TB2_Edge_nmito011_DSU,440,451,0.476247,
TB2_Edge_nmito012_DSU,389,397,0.403079,
TB2_Edge_nmito013_DSU,472,479,0.450848,
TB2_Edge_nmito014_DSU,477,479,0.214191,
TB2_Edge_nmito015_DSU,479,487,0.516732,
TB2_Edge_nmito016_DSU,475,481,0.981931,
TB2_Edge_nmito017_DSU,472,478,0.444538,
TB2_Edge01_nuc_KP,498,563,105.889,
TB2_Edge02_nuc_KP,477,557,168.533,
TB2_Edge03_nmito001_DSU,454,496,2.31816,
TB2_Edge03_nuc_KP,446,563,165.534,
TB2_Edge04_nuc_KP,472,533,137.971,
TB2_Edge05_Nmito001_DSU,460,471,0.387166,
TB2_Edge05_nmito002_DSU,458,461,0.144238,
TB2_Edge05_nmito003_DSU,457,461,0.334192,
TB2_Edge05_nmito004_DSU,463,467,0.128596,
TB2_Edge05_nmito005_DSU,468,473,0.284674,
TB2_Edge05_nmito006_DSU,460,469,0.356005,
TB2_Edge05_nmito007_DSU,458,465,0.390725,
TB2_Edge05_nmito008_DSU,468,471,0.235843,
TB2_Edge05_nmito009_DSU,453,465,1.43134,
TB2_Edge05_nmito010_DSU,464,470,0.148514,
TB2_IMMCell01_Nuc_DE,381,463,173.042,
TB2_IMMCell01_NucHole_DE,406,451,1.01984,
TB2_NF001_LES,273,563,33.6418,
TB2_NF01_LES,345,485,44.94,
TB2_NF02_LES,494,545,4.40046,
TB2_NF03_LES,391,407,1.85741,
TB2_NF04_LES,314,532,34.8247,
TB2_NF05_LES,363,554,47.5241,
TB2_NF06_LES,388,563,12.5906,
TB2_NF07_RSL,272,563,93.6392,
TB2_NF08_RSL,377,563,71.2281,
TB2_NF09_RSL,351,460,32.5841,
TB2_NF10_RSL,558,563,0.548578,
TB2_NF11_RSL,528,563,4.80322,
TB2_NF12_RSL,376,563,80.0926,
TB2_NF13_RSL,325,522,108.037,
TB2_NF13junctves_RSL,365,370,0.028453,
TB2_NF14_RSL,339,427,28.675,
TB2_NF14junctves_RSL,346,374,0.0698817,
TB2_NF15_RSL,340,523,23.3058,
TB2_NF15junctves_RSL,345,364,0.204679,
TB2_NF16_KP,524,563,15.135,
TB2_NF17_RSL,355,561,23.8393,
TB2_NF18_RSL,434,485,33.0553,
TB2_NF19_RSL,404,418,0.39578,
TB2_NF21_LES,307,549,93.0214,
TB2_NF24_LES,327,524,100.5,
TB2_NF25_LES,391,445,4.65022,
Tb2_NF26_LES,403,462,18.2536,
Tb2_NF27_LES,399,452,9.85358,
Tb2_NF28_LES,454,563,12.5965,
Tb2_NF29_LES,285,445,14.1897,
Tb2_NF31_LES,505,555,8.89298,
Tb2_NF32_LES,310,563,108.6,
Tb2_NF34_LES,302,525,61.145,
Tb2_NF35_LES,321,500,12.8063,
Tb2_NF36_LES,340,563,14.233,
Tb2_NF37_LES,549,563,1.33404,
Tb2_NF38_LES,535,563,8.3118,
Tb2_NF39_LES,548,563,8.21894,
Tb2_NF40_LES,270,563,37.4374,
Tb2_NF41_LES,471,563,34.6866,
Tb2_NF43_LES,450,563,6.08591,
Tb2_NF44_LES,464,563,15.9557,
Tb2_NF45_LES,491,563,9.69563,
Tb2_NF46_LES,544,563,2.45884,
Tb2_NF47_LES,495,563,11.9004,
Tb2_NF48_LES,337,563,18.3014,
Tb2_NF49_LES,359,521,24.5965,
Tb2_NF50_LES,538,563,12.9597,
Tb2_NF51_LES,491,563,8.4049,
Tb2_NF52_LES,332,563,55.3893,
Tb2_NF53_LES,348,525,17.6297,
Tb2_NF54_LES,290,423,13.1915,
Tb2_NF57_LES,384,563,14.9484,
Tb2_NF58_LES,378,407,11.1367,
Tb2_NF59_LES,368,535,8.05596,
Tb2_NF63_LES,512,563,4.32864,
Tb2_NF64_LES,414,563,8.57426,
Tb2_NF66_LES,349,439,8.11464,
Tb2_NF67_LES,435,489,6.9361,
Tb2_NF69_LES,408,563,7.07111,
TB2_NF71_LES,462,479,1.02581,
TB2_NF72_RSL,518,563,18.0066,
TB2_shell_RSL,300,563,28479.9,
TB2_T1Cell01_CM_KP,542,563,24.4701,
TB2_T1Cell01_Nuc_DE,357,420,95.9357,
TB2_T1Cell01_nuc_KP,547,563,8.39591,
TB2_T1Cell02_nuc_KP,476,563,83.3868,
TB2_T1Cell03_nuc_KP,545,563,12.6221,
TB2_T1Cell04_nuc_KP,420,532,140.412,
TB2_T1Cell05_nuc_KP,463,535,169.154,
TB2_T1Cell06_Nuc_KP,465,538,139.538,
TB2_T1Cell07_nmito001_DSU,464,471,0.636043,
TB2_t1cell08_CM_LES,345,499,655.563,
TB2_t1cell08_nuc_DE,381,463,173.044,
TB2_T1Cell09_CM_KP,487,530,69.8533,
TB2_T1Cell09_nuc_KP,505,563,150.526,
TB2_T1Cell10_CM_KP,487,563,349.8,
TB2_T1cell10_nuc_RSL,488,563,324.949,
TB2_T1Cell11_nuc_KP,515,563,123.006,
TB2_T1cell12_nuc_RSL,399,469,76.0905,
TB2_T1cell12_RSL,396,513,485.822,
TB2_t2cell01_atmito01_RKJ,406,430,0.70574,
TB2_t2cell01_atmito02_RKJ,397,408,0.53591,
TB2_t2cell01_atmito03_RKJ,456,474,0.332554,
TB2_t2cell01_atmito04_RKJ,400,423,0.653312,
TB2_t2cell01_atmito05_RKJ,392,397,0.256459,
TB2_t2cell01_atmito06_RKJ,526,530,0.0887662,
TB2_t2cell01_atmito07_RKJ,465,505,0.280333,
TB2_t2cell01_atmito08_RKJ,480,498,0.313183,
TB2_t2cell01_atmito09_RKJ,497,514,0.467423,
TB2_t2cell01_atmito10_RKJ,500,513,0.120963,
TB2_t2cell01_atmito11_RKJ,488,497,0.0883239,
TB2_t2cell01_atmito12_RKJ,406,505,0.479465,
TB2_t2cell01_atmito13_RKJ,385,491,0.773912,
TB2_t2cell01_atmito14_RKJ,401,405,0.283764,
TB2_t2cell01_atmito15_RKJ,402,404,0.0370737,
TB2_t2cell01_atmito16_RKJ,400,407,0.198124,
TB2_t2cell01_atmito17_RKJ,404,407,0.113113,
TB2_t2cell01_atmito18_RKJ,399,403,0.154179,
TB2_t2cell01_atmito20_RKJ,509,515,0.0360673,
TB2_t2cell01_atmito21_RKJ,509,521,0.254289,
TB2_t2cell01_atMito22_RKJ,521,531,0.242401,
TB2_T2cell01_CM_LES,334,557,1027.24,
TB2_t2cell01_nmito001_RKJ,421,506,0.827804,
TB2_t2cell01_nmito002_RKJ,473,521,1.22619,
TB2_t2cell01_nmito003_Rkj,412,485,1.39468,
TB2_t2cell01_nmito004_RKJ,468,478,0.0904137,
TB2_t2cell01_nmito005_RKJ,472,479,0.0369909,
TB2_t2cell01_nmito006_RKJ,499,528,0.196784,
TB2_t2cell01_nmito007_RKJ,513,521,0.170383,
TB2_t2cell01_nmito008_RKJ,521,525,0.0359788,
TB2_t2cell01_nmito010_RKJ,507,529,1.68497,
TB2_t2cell01_nmito011_RKJ,479,522,0.776582,
TB2_t2cell01_nmito012_RKJ,501,515,0.369178,
TB2_t2cell01_nmito013_RKJ,498,521,0.490472,
TB2_t2cell01_nmito014_RKJ,437,505,1.34796,
TB2_t2cell01_nmito015_RKJ,505,510,0.0577066,
TB2_t2cell01_nmito016_RKJ,399,474,0.710123,
TB2_t2cell01_nmito017_RKJ,422,443,0.159764,
TB2_t2cell01_nmito018_RKJ,421,432,0.119673,
TB2_t2cell01_nmito019_RKJ,468,495,0.305203,
TB2_t2cell01_nmito020_RKJ,465,503,0.251532,
TB2_t2cell01_nmito021_RKJ,500,511,0.0863295,
TB2_t2cell01_nmito023_RKJ,496,509,0.113083,
TB2_t2cell01_nmito024_RKJ,466,499,0.79733,
TB2_t2cell01_nmito025_RKJ,499,522,0.268439,
TB2_t2cell01_nmito026_RKJ,495,502,0.0778373,
TB2_t2cell01_nmito027_RKJ,393,405,0.117169,
TB2_t2cell01_nmito028_RKJ,361,401,0.666662,
TB2_t2cell01_nmito029_RKJ,420,499,0.701192,
TB2_t2cell01_nmito030_RKJ,422,432,0.0998279,
TB2_t2cell01_nmito031_RKJ,424,460,0.348765,
TB2_t2cell01_nmito032_RKJ,428,438,0.0836883,
TB2_t2cell01_nmito033_RKJ,424,434,0.115653,
TB2_t2cell01_nmito034_RKJ,420,431,0.266171,
TB2_t2cell01_nmito035_RKJ,407,455,0.633815,
TB2_t2cell01_nmito036_RKJ,440,457,0.110364,
TB2_t2cell01_nmito037_RKJ,432,443,0.0821993,
TB2_t2cell01_nmito038_RKJ,436,443,0.0652873,
TB2_t2cell01_nmito039_RKJ,430,467,0.194102,
TB2_t2cell01_nmito040_RKJ,426,452,0.29555,
TB2_t2cell01_nmito041_RKJ,456,492,0.861475,
TB2_t2cell01_nmito042_RKJ,470,509,0.748754,
TB2_t2cell01_nmito043_RKJ,458,519,0.826141,
TB2_t2cell01_nmito044_RKJ,468,500,0.331415,
TB2_t2cell01_nmito045_RKJ,496,503,0.0636815,
TB2_t2cell01_nmito046_RKJ,480,505,0.687731,
TB2_t2cell01_nmito047_RKJ,462,520,0.95425,
TB2_t2cell01_nmito048_RKJ,462,477,0.24925,
TB2_t2cell01_nmito049_RKJ,477,492,0.0729533,
TB2_t2cell01_nmito050_RKJ,483,491,0.170057,
TB2_t2cell01_nmito051_RKJ,480,517,0.726136,
TB2_t2cell01_nmito052_RKJ,459,533,4.02999,
TB2_t2cell01_nmito053_RKJ,518,520,0.0337408,
TB2_t2cell01_nmito054_RKJ,495,500,0.0539416,
TB2_t2cell01_nmito055_RKJ,480,525,0.804587,
TB2_t2cell01_nmito056_RKJ,513,529,0.739412,
TB2_t2cell01_nmito057_RKJ,508,521,0.216816,
TB2_t2cell01_nmito058_RKJ,509,515,0.106593,
TB2_t2cell01_nmito059_RKJ,513,518,0.0732999,
TB2_t2cell01_nmito060_RKJ,513,519,0.119528,
TB2_t2cell01_nmito061_RKJ,470,521,1.53997,
TB2_t2cell01_nmito062_RKJ,516,519,0.0320911,
TB2_t2cell01_nmito063_RKJ,525,528,0.0613449,
TB2_t2cell01_nmito064_RKJ,526,531,0.0678353,
TB2_t2cell01_nmito065_RKJ,519,527,0.160153,
TB2_t2cell01_nmito066_RKJ,526,535,0.0826174,
TB2_t2cell01_nmito067_RKJ,517,529,0.105949,
TB2_t2cell01_nmito068_RKJ,517,527,0.232703,
TB2_t2cell01_nmito069_RKJ,510,520,0.0769018,
TB2_t2cell01_nmito070_RKJ,506,515,0.0900831,
TB2_t2cell01_nmito071_RKJ,506,513,0.190254,
TB2_t2cell01_nmito072_RKJ,516,519,0.041084,
TB2_t2cell01_nmito073_RKJ,513,517,0.038907,
TB2_t2cell01_nmito074_RKJ,504,509,0.154467,
TB2_t2cell01_nmito075_RKJ,495,515,0.122159,
TB2_t2cell01_nmito076_RKJ,489,504,0.222294,
TB2_t2cell01_nmito077_RKJ,488,507,0.944048,
TB2_t2cell01_nmito078_RKJ,474,485,0.109836,
TB2_t2cell01_nmito079_RKJ,482,486,0.0619911,
TB2_t2cell01_nmito080_RKJ,485,491,0.0965267,
TB2_t2cell01_nmito081_RKJ,478,484,0.0311519,
TB2_t2cell01_nmito082_RKJ,481,490,0.111379,
TB2_t2cell01_nmito083_RKJ,487,500,0.239012,
TB2_t2cell01_nmito084_RKJ,492,508,0.687594,
TB2_t2cell01_nmito085_RKJ,489,505,0.4147,
TB2_t2cell01_nmito086_RKJ,497,521,0.491706,
TB2_t2cell01_nmito087_RKJ,499,509,0.287404,
TB2_t2cell01_nmito088_RKJ,496,527,0.086631,
TB2_t2cell01_nmito089_RKJ,511,522,0.0516965,
TB2_t2cell01_nmito090_RKJ,507,517,0.0342452,
TB2_t2cell01_nmito091_RKJ,480,494,0.111082,
TB2_t2cell01_nmito092_RKJ,479,492,0.125819,
TB2_t2cell01_nmito093_RKJ,397,412,0.29218,
TB2_t2cell01_nmito094_RKJ,439,451,0.0892015,
TB2_t2cell01_nmito095_RKJ,365,384,0.21349,
TB2_t2cell01_nmito096_RKJ,426,447,0.122937,
TB2_t2cell01_nmito097_RKJ,409,415,0.0327966,
TB2_t2cell01_nmito098_RKJ,382,396,0.320127,
TB2_t2cell01_nmito099_RKJ,382,398,0.217218,
TB2_t2cell01_nmito100_RKJ,397,405,0.054061,
TB2_t2cell01_nmito101_RKJ,350,384,0.703648,
TB2_t2cell01_nmito102_RKJ,350,355,0.0836151,
TB2_t2cell01_nmito103_RKJ,352,375,0.265047,
TB2_t2cell01_nmito104_RKJ,363,370,0.292972,
TB2_t2cell01_nmito105_RKJ,370,376,0.108505,
TB2_t2cell01_nmito106_RKJ,382,393,0.43754,
TB2_t2cell01_nmito107_RKJ,370,400,0.238466,
TB2_t2cell01_nmito108_RKJ,351,382,0.685313,
TB2_t2cell01_nmito109_RKJ,354,425,1.26379,
TB2_t2cell01_nmito110_RKJ,355,384,0.646097,
TB2_t2cell01_nmito111_RKJ,373,412,0.416468,
TB2_t2cell01_nmito112_RKJ,367,374,0.0350326,
TB2_t2cell01_nmito113_RKJ,360,363,0.0151187,
TB2_t2cell01_nmito114_RKJ,420,426,0.0683651,
TB2_t2cell01_nmito115_RKJ,393,404,0.197866,
TB2_t2cell01_nmito116_RKJ,397,405,0.0497372,
TB2_t2cell01_nmito117_RKj,395,401,0.135015,
TB2_t2cell01_nmito118_RKJ,399,403,0.0260144,
TB2_t2cell01_nmito119_RKJ,356,372,0.161292,
TB2_t2cell01_nmito120_RKJ,356,433,0.68604,
TB2_t2cell01_nmito121_RKJ,370,390,0.265335,
TB2_t2cell01_nmito122_RKJ,364,367,0.032168,
TB2_t2cell01_nmito123_RKJ,345,362,0.237632,
TB2_t2cell01_nmito124_RKJ,351,378,0.322216,
TB2_t2cell01_nmito125_RKJ,355,379,0.177927,
TB2_t2cell01_nmito126_RKJ,396,398,0.0209,
TB2_t2cell01_nmito127_RKJ,350,363,0.0992632,
TB2_t2cell01_nmito128_RKJ,356,359,0.0214835,
TB2_t2cell01_nmito129_RKJ,357,360,0.0264706,
TB2_t2cell01_nmito130_RKJ,357,361,0.0220913,
TB2_t2cell01_nmito131_RKJ,367,381,0.101571,
TB2_t2cell01_nmito132_RKJ,375,386,0.14304,
TB2_t2cell01_nmito133_RKJ,380,385,0.0232327,
TB2_t2cell01_nmito134_RKJ,384,396,0.0763901,
TB2_t2cell01_nmito135_RKJ,384,392,0.152642,
TB2_t2cell01_nmito136_RKJ,390,394,0.0305121,
TB2_t2cell01_nmito137_RKJ,394,397,0.0091573,
TB2_t2cell01_nmito138_RKJ,409,415,0.0195951,
TB2_t2cell01_nmito139_RKJ,404,408,0.019663,
TB2_t2cell01_nmito140_RKJ,387,394,0.0966445,
TB2_t2cell01_nmito141_RKJ,391,415,0.0845619,
TB2_t2cell01_nmito142_RKJ,404,420,0.0652517,
TB2_t2cell01_nmito143_RKJ,412,440,0.136032,
TB2_t2cell01_nmito144_RKJ,418,451,1.13155,
TB2_t2cell01_nmito145_RKJ,419,435,0.109773,
TB2_t2cell01_nmito146_RKJ,402,407,0.0422967,
TB2_t2cell01_nmito147_RKJ,412,423,0.0661383,
TB2_t2cell01_nmito148_RKJ,403,443,0.29695,
TB2_t2cell01_nmito150_RKJ,406,409,0.0117512,
TB2_t2cell01_nmito151_RKJ,420,428,0.0236651,
TB2_t2cell01_nmito152_RKJ,445,450,0.0378103,
TB2_t2cell01_nmito153_RKJ,381,527,0.213668,
TB2_t2cell01_nuc_RKJ,423,523,200.46,
TB2_t2cell01_transmito01_RKJ,385,395,0.128553,
TB2_t2cell01_transmito02_RKJ,477,511,0.153331,
TB2_t2cell01_transmito03_RKJ,363,432,1.15844,
TB2_t2cell01_transmito04_RKJ,352,399,0.577116,
TB2_t2cell01_transmito05_RKJ,390,404,0.179087,
TB2_t2cell01_transmito06_RKJ,430,448,0.150155,
TB2_t2cell02_atmito01_RSL,401,432,1.7749,
TB2_t2cell02_atmito02_RSL,410,447,1.62945,
TB2_t2cell02_atmito03_RSL,391,419,3.05496,
TB2_t2cell02_atmito04_RSL,432,457,4.50605,
TB2_t2cell02_atmito05_RKJ,428,441,0.16565,
TB2_t2cell02_atmito06_RSL,440,462,1.59723,
TB2_t2cell02_atmito07_LES,449,459,0.248561,
TB2_t2cell02_atmito08_RKJ,450,462,0.152674,
TB2_t2cell02_atmito09_RKJ,450,454,0.0857925,
TB2_t2cell02_atmito10_RSL,474,487,1.288,
TB2_t2cell02_atmito11_RSL,472,485,2.31112,
TB2_t2cell02_atmito12_RSL,480,501,1.64854,
TB2_t2cell02_atmito13_RSL,408,423,0.226167,
TB2_T2cell02_CM_RSL,349,557,1173.38,
TB2_t2cell02_nmito001_DSU,406,415,0.353996,
TB2_T2Cell02_Nmito001_LES,455,469,0.364075,
TB2_t2cell02_nmito002_DSU,401,423,0.384144,
TB2_T2Cell02_Nmito003_LES,448,457,0.126198,
TB2_t2cell02_nmito003_LES,414,420,0.0480152,
TB2_t2cell02_nmito004_DSU,405,422,0.405853,
TB2_t2cell02_nmito005_DSU,408,423,0.187617,
TB2_t2cell02_nmito006_DSU,402,420,0.310831,
TB2_t2cell02_nmito007_DSU,401,421,0.616091,
TB2_t2cell02_nmito008_DSU,416,427,0.364767,
TB2_t2cell02_nmito009_DSU,418,421,0.127683,
TB2_t2cell02_nmito010_DSU,418,431,0.210283,
TB2_t2cell02_nmito011_DSU,418,427,0.141193,
TB2_t2cell02_nmito012_DSU,418,427,0.193253,
TB2_t2cell02_nmito013_DSU,418,429,0.0947028,
TB2_t2cell02_nmito014_DSU,418,419,0.0956992,
TB2_t2cell02_nmito015_DSU,418,428,0.161833,
TB2_t2cell02_nmito016_LES,420,434,0.152959,
TB2_t2cell02_nmito017_DSU,421,449,0.181794,
TB2_t2cell02_nmito018_DSU,421,428,0.153187,
TB2_t2cell02_nmito019_DSU,420,427,0.20952,
TB2_t2cell02_nmito020_DSU,424,432,0.241371,
TB2_t2cell02_nmito021_DSU,422,427,0.10548,
TB2_t2cell02_nmito022_DSU,424,436,0.190393,
TB2_t2cell02_nmito023_DSU,425,429,0.174096,
TB2_t2cell02_nmito024_LES,424,457,0.748201,
TB2_t2cell02_nmito025_LES,454,480,0.222175,
TB2_t2cell02_nmito026_LES,428,457,0.447527,
TB2_t2cell02_nmito027_LES,428,430,0.059035,
TB2_t2cell02_nmito028_DSU,425,461,0.449522,
TB2_t2cell02_nmito029_DSU,427,430,0.101903,
TB2_t2cell02_nmito030_DSU,428,431,0.0874665,
TB2_t2cell02_nmito031_DSU,429,436,0.235019,
TB2_t2cell02_nmito032_DSU,429,447,0.294877,
TB2_t2cell02_nmito033_DSU,426,441,0.120798,
TB2_t2cell02_nmito034_DSU,434,451,0.418094,
TB2_t2cell02_nmito035_DSU,434,441,0.083891,
TB2_t2cell02_nmito036_DSU,435,445,0.0577475,
TB2_t2cell02_nmito037_DSU,438,465,0.471402,
TB2_t2cell02_nmito038_DSU,434,457,0.331357,
TB2_t2cell02_nmito039_DSU,438,448,0.191886,
TB2_t2cell02_nmito040_DSU,439,461,0.296893,
TB2_t2cell02_nmito041_DSU,438,455,0.389311,
TB2_t2cell02_nmito042_DSU,439,445,0.122444,
TB2_t2cell02_nmito043_DSU,442,447,0.241348,
TB2_t2cell02_nmito044_DSU,443,450,0.0761744,
TB2_t2cell02_nmito045_DSU,444,445,0.0816424,
TB2_t2cell02_nmito046_DSU,445,453,0.0463294,
TB2_t2cell02_nmito047_DSU,448,451,0.132637,
TB2_t2cell02_nmito048_DSU,453,455,0.127587,
TB2_t2cell02_nmito049_DSU,453,455,0.0920638,
TB2_t2cell02_nmito050_DSU,458,465,0.393575,
TB2_t2cell02_nmito051_DSU,458,476,0.286212,
TB2_t2cell02_nmito052_DSU,458,473,0.322659,
TB2_t2cell02_nmito053_DSU,463,471,0.194502,
TB2_t2cell02_nmito054_DSU,466,469,0.0751346,
TB2_t2cell02_nmito055_DSU,472,479,0.187876,
TB2_t2cell02_nmito056_DSU,393,408,0.252537,
TB2_t2cell02_nmito057_DSU,387,407,0.329539,
TB2_t2cell02_nmito058_DSU,391,405,0.377148,
TB2_t2cell02_nmito059_DSU,389,399,0.203664,
TB2_t2cell02_nmito060_DSU,389,392,0.124943,
TB2_T2Cell02_nmito061_DSU,454,456,0.0381724,
TB2_T2Cell02_nmito062_DSU,456,460,0.137854,
TB2_T2Cell02_nmito063_DSU,381,382,0.0106967,
TB2_T2Cell02_nmito064_DSU,386,388,0.107845,
TB2_T2Cell02_nmito065_DSU,387,392,0.109138,
TB2_T2Cell02_Nmito066_DSU,385,388,0.0818774,
